sno,sname,sex,height,dorm,bdate
01034180,苏红,男,1.77,南2舍118,2004-02-03 00:00:00
01036719,石丽娟,女,1.77,东13舍226,2004-11-23 00:00:00
01034098,蒋建军,女,1.64,南10舍215,2000-10-06 00:00:00
01038082,郭桂芝,女,1.90,西13舍317,2003-03-31 00:00:00
01038279,农勇,女,1.94,北6舍304,2005-08-08 00:00:00
01034920,孙林,男,1.52,南7舍424,2002-12-24 00:00:00
01035472,余兰英,男,1.90,北7舍424,2004-11-19 00:00:00
01038858,杨岩,女,2.00,北4舍311,2000-11-11 00:00:00
01034217,李建军,男,1.83,西3舍206,2002-06-21 00:00:00
01035444,邓凤兰,女,1.73,西10舍327,2002-08-22 00:00:00
01033186,陈龙,男,1.91,南12舍207,2002-10-12 00:00:00
01037690,吕燕,男,1.97,西2舍216,2003-08-30 00:00:00
01034004,田丹丹,女,1.64,东9舍301,2000-06-20 00:00:00
01034629,王柳,男,1.72,西14舍128,2000-12-01 00:00:00
01034936,杨瑜,女,1.63,北4舍216,2002-10-06 00:00:00
01033522,谢勇,男,1.97,东3舍403,2005-11-21 00:00:00
01037005,符建华,女,1.97,南9舍203,2001-05-26 00:00:00
01036036,邹晶,男,2.00,西4舍216,2005-05-19 00:00:00
01035731,刘莉,女,1.57,东14舍304,2003-02-03 00:00:00
01034779,邵阳,男,1.53,东12舍222,2002-03-09 00:00:00
01031132,曾桂兰,男,1.96,东11舍121,2006-05-25 00:00:00
01034201,张丽,男,1.66,西4舍423,2005-12-12 00:00:00
01036910,蒋博,男,1.80,西1舍425,2003-08-05 00:00:00
01032264,钱璐,男,1.72,东11舍202,2002-08-07 00:00:00
01036063,贾佳,女,1.97,东7舍227,2000-06-27 00:00:00
01031999,贾洋,男,1.79,南9舍415,2002-09-15 00:00:00
01032840,姜杰,女,1.89,北13舍205,2004-09-06 00:00:00
01032382,曾帅,女,1.60,西3舍207,2002-01-12 00:00:00
01031411,白秀英,女,1.71,南11舍323,2003-01-07 00:00:00
01033576,陆欢,女,1.52,南3舍218,2003-03-13 00:00:00
01037628,余桂芝,男,1.64,南5舍115,2004-07-17 00:00:00
01032297,向林,女,1.88,北10舍315,2005-08-20 00:00:00
01035416,张红霞,男,1.66,东13舍404,2003-08-04 00:00:00
01038750,许梅,男,1.94,东5舍328,2000-07-26 00:00:00
01031985,贾波,女,1.61,南11舍221,2002-06-02 00:00:00
01035964,樊伟,女,1.71,北15舍402,2004-07-06 00:00:00
01031504,刘兰英,男,1.55,南10舍113,2004-11-14 00:00:00
01036006,李梅,女,1.75,南8舍402,2001-06-07 00:00:00
01032865,胥平,女,1.99,南13舍218,2005-06-17 00:00:00
01037742,王雪,女,1.60,北2舍415,2004-10-15 00:00:00
01036264,张涛,男,1.63,东12舍404,2002-07-10 00:00:00
01032122,颜岩,女,1.79,东14舍226,2003-03-30 00:00:00
01038056,李杰,男,1.98,东5舍223,2003-07-08 00:00:00
01037916,刘桂芝,女,1.97,西8舍218,2001-06-06 00:00:00
01035011,谭淑珍,女,1.93,北11舍124,2005-06-14 00:00:00
01035134,金淑兰,女,1.76,北8舍217,2005-01-20 00:00:00
01034968,刘刚,女,1.63,北11舍314,2003-11-29 00:00:00
01036859,李琳,女,1.78,北13舍322,2001-09-08 00:00:00
01034659,李柳,男,1.85,东3舍215,2000-08-26 00:00:00
01037272,何红霞,女,1.72,北15舍224,2002-08-31 00:00:00
01035491,陈荣,女,1.54,北6舍426,2004-07-18 00:00:00
01032260,胡畅,女,1.96,东7舍314,2002-02-23 00:00:00
01038015,王娜,男,1.87,西8舍402,2001-08-24 00:00:00
01033709,梁桂珍,男,1.61,北12舍426,2003-03-31 00:00:00
01038735,张平,男,1.88,南8舍213,2000-11-16 00:00:00
01038571,刘磊,女,1.58,北9舍224,2001-02-20 00:00:00
01037073,揭畅,男,1.76,西12舍213,2003-08-19 00:00:00
01035535,刘玉华,女,1.97,东15舍323,2002-01-13 00:00:00
01038633,潘刚,女,1.99,南5舍104,2006-04-07 00:00:00
01036949,赵想,女,1.86,南5舍406,2001-08-11 00:00:00
01031046,杨秀英,男,1.78,北6舍213,2003-01-25 00:00:00
01031580,陈健,女,1.99,北8舍322,2001-11-11 00:00:00
01037064,吴晨,女,1.53,南6舍215,2001-06-25 00:00:00
01031386,王瑞,男,1.67,南4舍214,2005-12-01 00:00:00
01032390,王凤英,女,1.97,西13舍201,2003-08-27 00:00:00
01034732,罗成,男,1.55,北15舍105,2004-12-28 00:00:00
01031052,侯雪,男,1.75,西6舍203,2004-10-18 00:00:00
01031996,赵雷,女,1.97,南1舍314,2005-06-05 00:00:00
01033456,冉健,男,1.67,西15舍206,2002-02-12 00:00:00
01032980,刘斌,女,1.86,西14舍213,2006-05-08 00:00:00
01037016,吕红霞,女,1.94,南1舍221,2004-10-19 00:00:00
01035034,罗春梅,男,1.88,南14舍425,2005-05-13 00:00:00
01034003,刘丽丽,女,1.80,北4舍225,2003-08-07 00:00:00
01038325,陈英,男,1.62,北15舍207,2005-03-28 00:00:00
01038254,张荣,男,1.62,北15舍421,2002-12-14 00:00:00
01036832,周健,男,1.75,北5舍101,2005-10-23 00:00:00
01035093,李雪梅,男,1.76,东6舍426,2002-12-12 00:00:00
01038581,孙红梅,女,1.86,西15舍316,2001-11-11 00:00:00
01036125,李兵,男,1.71,南8舍322,2001-05-26 00:00:00
01038291,陈岩,女,1.51,北8舍426,2001-08-19 00:00:00
01037512,甘华,男,1.93,北12舍312,2005-08-13 00:00:00
01033631,钟婷婷,男,1.59,南2舍403,2005-05-18 00:00:00
01037852,罗波,男,1.93,东10舍228,2005-10-09 00:00:00
01031210,赵冬梅,女,1.70,南4舍204,2005-05-10 00:00:00
01035875,鲁洁,男,1.60,北8舍408,2000-08-13 00:00:00
01034608,陈明,女,1.60,南11舍416,2003-12-28 00:00:00
01036850,黎婷婷,女,1.93,西8舍104,2006-06-02 00:00:00
01032699,苟玉梅,男,1.65,南4舍216,2000-10-30 00:00:00
01035640,沈莹,男,1.67,南6舍326,2001-11-21 00:00:00
01038320,徐玉兰,男,1.54,北6舍104,2004-04-27 00:00:00
01033132,陈海燕,女,1.64,南1舍304,2003-02-14 00:00:00
01038718,王丽丽,男,1.99,西9舍324,2001-09-15 00:00:00
01037414,蒋建,男,1.52,东11舍123,2003-04-25 00:00:00
01036305,孙洁,男,1.59,东1舍322,2002-09-30 00:00:00
01033658,王玲,女,1.66,西9舍104,2001-10-31 00:00:00
01033837,孙兵,男,1.74,北4舍304,2004-11-12 00:00:00
01034262,韦小红,女,1.82,西2舍312,2003-12-26 00:00:00
01036452,黄敏,男,1.85,西2舍402,2003-06-30 00:00:00
01033626,蒋建军,女,1.68,东11舍116,2004-10-04 00:00:00
01035321,魏兵,女,1.80,东5舍124,2001-06-03 00:00:00
01036823,程梅,男,1.55,北13舍305,2000-11-09 00:00:00
01038187,杨建,男,1.89,东13舍402,2005-07-17 00:00:00
01031344,陆秀芳,女,1.53,西9舍404,2005-06-16 00:00:00
01034469,刘秀英,女,1.87,南7舍417,2001-06-30 00:00:00
01038192,杜博,男,1.88,西9舍207,2002-05-08 00:00:00
01035148,张强,男,1.51,西1舍427,2006-05-16 00:00:00
01032563,刘玉兰,男,1.84,西14舍223,2003-09-04 00:00:00
01032841,徐畅,女,1.70,东13舍227,2006-05-22 00:00:00
01033468,郭秀云,男,1.62,东8舍316,2003-09-03 00:00:00
01033057,马颖,女,1.90,南13舍407,2005-05-02 00:00:00
01031305,黄刚,男,1.99,西2舍417,2005-04-25 00:00:00
01036242,张玲,男,1.51,西4舍225,2006-05-03 00:00:00
01035440,张兰英,女,1.77,北13舍108,2001-08-02 00:00:00
01038423,段萍,女,1.69,东5舍121,2004-12-30 00:00:00
01032763,苏涛,女,1.91,东7舍314,2001-03-14 00:00:00
01035498,袁红,女,1.75,南5舍204,2003-01-01 00:00:00
01031516,李磊,男,1.63,西1舍123,2002-01-14 00:00:00
01035125,刘伟,女,1.76,西14舍428,2000-09-05 00:00:00
01032538,戎红,男,1.53,北12舍115,2003-06-07 00:00:00
01034633,张龙,男,1.96,北3舍114,2002-02-08 00:00:00
01033677,吴桂花,女,1.57,南11舍424,2002-02-24 00:00:00
01036023,侯佳,女,1.63,南8舍212,2003-08-06 00:00:00
01033926,李晶,男,1.85,南12舍111,2003-12-13 00:00:00
01037609,刘玉英,女,1.71,西5舍223,2003-02-27 00:00:00
01038645,许强,女,1.85,南10舍313,2002-06-27 00:00:00
01032912,董云,男,1.64,东1舍416,2004-11-01 00:00:00
01032550,高英,女,1.85,西1舍401,2000-09-18 00:00:00
01035123,赵慧,女,1.99,东12舍407,2002-07-15 00:00:00
01036275,冯洋,女,1.53,北6舍127,2002-10-22 00:00:00
01037602,王秀芳,女,1.69,西14舍211,2001-09-02 00:00:00
01037545,马秀华,女,2.00,西4舍224,2005-06-13 00:00:00
01033016,杨鑫,男,1.53,西7舍215,2004-08-27 00:00:00
01032231,姚桂芳,男,1.58,西9舍127,2001-01-27 00:00:00
01035290,王兰英,女,1.84,南7舍401,2001-10-19 00:00:00
01032654,方秀华,女,1.53,东2舍204,2003-02-24 00:00:00
01035081,黎瑜,男,1.71,南1舍108,2003-10-06 00:00:00
01032427,江军,女,1.96,南7舍228,2004-07-08 00:00:00
01034670,曹慧,男,1.60,西13舍325,2004-02-07 00:00:00
01031253,许杰,女,2.00,西7舍206,2000-07-05 00:00:00
01032177,武云,女,1.77,南8舍414,2003-05-26 00:00:00
01038290,宋强,女,1.70,南14舍127,2004-09-17 00:00:00
01036557,夏阳,男,1.76,西9舍112,2005-03-30 00:00:00
01033347,陈波,女,1.55,南1舍422,2000-10-08 00:00:00
01035525,练博,女,1.67,南14舍128,2003-08-18 00:00:00
01032155,郭鑫,男,1.56,南4舍114,2001-12-15 00:00:00
01038128,刘欢,男,1.99,南8舍408,2003-04-11 00:00:00
01033265,刘玉梅,男,1.55,北14舍401,2003-06-30 00:00:00
01035609,高婷,女,1.62,西7舍223,2004-03-19 00:00:00
01035778,蓝林,女,1.57,东1舍103,2003-12-16 00:00:00
01035469,陈丽丽,女,1.87,东8舍304,2004-06-28 00:00:00
01036898,赵桂芳,女,1.56,东14舍205,2004-01-16 00:00:00
01031398,崔娜,女,1.55,北1舍326,2005-01-17 00:00:00
01033300,宋丽,女,1.81,北10舍305,2005-09-26 00:00:00
01038244,李林,男,1.98,东9舍403,2003-09-10 00:00:00
01032498,詹洁,女,1.96,西4舍102,2001-06-18 00:00:00
01037132,何雷,女,1.82,西15舍112,2005-02-18 00:00:00
01038161,卢平,男,1.71,北6舍107,2001-09-30 00:00:00
01034705,岳秀梅,男,1.88,北12舍201,2002-10-06 00:00:00
01032376,程成,男,1.81,西1舍117,2003-07-23 00:00:00
01035602,林宁,女,1.89,南2舍327,2002-08-31 00:00:00
01037698,范林,女,1.50,南8舍212,2004-01-02 00:00:00
01033408,朱欣,男,1.68,南7舍406,2002-08-05 00:00:00
01034414,尤婷婷,女,1.75,东15舍224,2003-04-09 00:00:00
01036060,李超,女,1.69,北8舍113,2003-12-15 00:00:00
01038970,周婷,男,1.90,东3舍206,2003-01-06 00:00:00
01034923,何莹,男,1.91,西7舍201,2003-03-16 00:00:00
01032626,刘淑华,男,1.64,东3舍226,2002-11-10 00:00:00
01036116,谭梅,女,1.84,南10舍105,2003-02-19 00:00:00
01036771,赵玉华,男,1.75,西5舍306,2004-01-14 00:00:00
01038189,戴柳,女,1.58,东2舍123,2002-05-20 00:00:00
01036684,佟秀梅,男,1.67,西12舍315,2002-12-15 00:00:00
01038543,吴柳,男,1.62,西4舍203,2002-10-05 00:00:00
01032335,李成,女,1.87,北11舍224,2006-02-08 00:00:00
01038425,李桂芳,男,2.00,南12舍204,2003-04-12 00:00:00
01036120,胡建军,女,1.56,南1舍325,2000-09-06 00:00:00
01032984,张婷,女,1.90,西15舍425,2004-06-29 00:00:00
01034316,乔帅,男,1.55,南7舍316,2002-09-01 00:00:00
01037298,张艳,女,1.90,南14舍122,2002-09-28 00:00:00
01032165,李想,女,1.72,北14舍228,2003-10-19 00:00:00
01034089,梁彬,女,1.96,南7舍312,2000-06-26 00:00:00
01033702,关洁,女,1.91,北12舍302,2000-07-06 00:00:00
01034307,衡鹏,女,1.97,南2舍224,2003-04-18 00:00:00
01031312,伍明,男,1.54,南9舍225,2004-06-15 00:00:00
01033169,王冬梅,女,1.58,西10舍412,2005-08-25 00:00:00
01037801,彭冬梅,男,1.77,东12舍304,2005-05-28 00:00:00
01033864,陈玉英,女,1.65,西8舍303,2001-06-04 00:00:00
01036041,王建华,男,1.66,南1舍107,2004-07-30 00:00:00
01034445,刘秀芳,女,1.92,西15舍313,2001-01-28 00:00:00
01038118,谌畅,男,1.68,西3舍201,2005-02-01 00:00:00
01036087,李辉,男,1.81,西6舍321,2006-02-15 00:00:00
01035266,陈建华,女,1.56,南13舍201,2001-06-02 00:00:00
01033636,农健,男,1.67,东5舍123,2005-06-25 00:00:00
01036110,杨英,男,1.65,西4舍421,2000-10-01 00:00:00
01031953,彭桂珍,男,1.94,西15舍312,2005-04-17 00:00:00
01031570,黄宁,女,1.65,南11舍223,2004-09-24 00:00:00
01032292,高志强,男,1.85,西8舍212,2003-10-26 00:00:00
01035092,覃霞,女,1.86,西12舍201,2002-04-11 00:00:00
01035248,殷龙,女,1.51,西1舍106,2005-06-18 00:00:00
01035329,韩琳,男,1.75,西8舍204,2003-02-23 00:00:00
01037909,李红,男,1.73,北2舍308,2003-10-24 00:00:00
01033145,梁莉,男,1.54,北5舍321,2002-12-27 00:00:00
01035536,高坤,女,1.89,东10舍212,2005-06-18 00:00:00
01038176,张欢,男,1.76,南13舍216,2000-07-08 00:00:00
01036614,王洋,男,1.53,西3舍404,2004-08-24 00:00:00
01032813,方军,男,1.94,南1舍326,2006-03-23 00:00:00
01032507,洪丽丽,女,1.51,东2舍427,2002-05-31 00:00:00
01035387,张伟,男,1.59,南6舍107,2004-04-11 00:00:00
01031736,王刚,女,1.93,东5舍324,2001-05-28 00:00:00
01038091,侯冬梅,女,1.96,南10舍212,2005-11-16 00:00:00
01033162,吕荣,女,1.93,西14舍308,2001-01-22 00:00:00
01037350,董浩,男,1.67,东9舍228,2003-02-11 00:00:00
01032132,姚莉,男,1.54,南6舍206,2001-02-02 00:00:00
01035154,杨超,女,1.73,东11舍113,2001-06-30 00:00:00
01031239,李莹,男,1.50,东4舍223,2001-02-25 00:00:00
01037087,刘丽,女,1.87,西6舍422,2003-10-04 00:00:00
01034313,姚明,男,1.52,东8舍425,2002-05-01 00:00:00
01037877,罗娜,男,1.88,北1舍128,2002-01-05 00:00:00
01035872,何阳,女,1.75,西8舍205,2001-01-07 00:00:00
01033380,杨桂珍,男,1.76,北5舍107,2005-10-28 00:00:00
01037659,王莉,男,1.54,东14舍217,2001-10-29 00:00:00
01038951,王秀梅,女,1.81,东5舍208,2004-11-03 00:00:00
01032138,吴玉,女,1.71,东5舍422,2002-01-18 00:00:00
01037201,陈霞,男,1.93,东8舍222,2003-08-17 00:00:00
01033177,朱雪,男,1.69,南8舍115,2004-08-14 00:00:00
01033156,陈帆,男,1.92,东4舍126,2002-12-13 00:00:00
01037188,王玲,男,1.58,南3舍422,2004-10-01 00:00:00
01036039,张凯,女,1.99,西12舍415,2005-12-07 00:00:00
01037971,杨淑华,男,1.93,北9舍328,2003-11-23 00:00:00
01032286,王桂珍,男,1.61,北11舍108,2001-03-15 00:00:00
01031055,刘玉梅,男,1.59,南14舍207,2005-04-16 00:00:00
01036507,王明,女,1.95,西9舍204,2000-11-19 00:00:00
01038623,王利,男,1.93,北5舍325,2001-10-21 00:00:00
01034047,陈晶,男,1.52,东7舍122,2003-08-19 00:00:00
01033701,许凤兰,女,1.54,东7舍217,2006-03-07 00:00:00
01036498,李丽,女,1.98,南4舍217,2003-05-31 00:00:00
01036882,冷荣,女,1.80,南11舍115,2001-12-31 00:00:00
01031851,徐辉,男,1.91,北8舍404,2001-06-04 00:00:00
01037390,陈桂英,女,1.95,北6舍206,2003-04-23 00:00:00
01032985,穆淑华,女,1.66,西14舍213,2004-12-22 00:00:00
01038649,刘宇,男,1.70,南6舍316,2000-08-08 00:00:00
01033482,李雪,男,1.91,南15舍205,2005-02-28 00:00:00
01033414,祝建,女,1.91,南8舍108,2006-04-06 00:00:00
01034343,朱莉,男,1.95,北1舍322,2004-09-10 00:00:00
01031801,屈莉,女,1.52,西2舍101,2001-10-26 00:00:00
01036877,刘勇,女,1.54,北10舍312,2005-01-28 00:00:00
01031538,刘萍,男,1.58,东2舍117,2002-12-31 00:00:00
01035354,欧云,男,1.92,西3舍421,2003-04-20 00:00:00
01032556,陈海燕,女,1.51,南10舍111,2004-07-07 00:00:00
01035242,陆红霞,女,1.77,南5舍403,2000-06-26 00:00:00
01033766,姚建华,女,1.54,西3舍404,2001-12-28 00:00:00
01037167,龙桂珍,女,1.69,西10舍126,2005-03-08 00:00:00
01034242,钱涛,女,1.73,南7舍418,2001-05-29 00:00:00
01038216,李建平,女,1.86,东1舍302,2002-02-07 00:00:00
01037894,石建,男,1.59,东2舍126,2001-06-27 00:00:00
01031280,李琴,女,1.62,北11舍224,2002-09-12 00:00:00
01033834,潘慧,女,1.98,东7舍317,2004-05-23 00:00:00
01031287,吉佳,男,1.66,西8舍307,2002-12-19 00:00:00
01035526,卢雪,男,1.75,南3舍206,2000-12-18 00:00:00
01035529,孙利,女,1.88,北9舍106,2004-06-13 00:00:00
01036878,王欣,女,1.85,西13舍415,2001-08-17 00:00:00
01034133,丁娜,男,1.71,西1舍126,2000-12-01 00:00:00
01038965,宋柳,女,1.70,北3舍117,2005-05-26 00:00:00
01031667,徐娟,女,1.79,西10舍107,2003-08-24 00:00:00
01031965,朱楠,女,1.70,南3舍428,2000-08-19 00:00:00
01038263,王杨,女,1.70,南13舍423,2002-04-10 00:00:00
01032480,刘洁,女,1.92,西7舍316,2005-07-23 00:00:00
01036690,金荣,男,1.53,南6舍428,2002-09-18 00:00:00
01035428,王欢,男,1.52,西6舍307,2002-02-16 00:00:00
01037999,黄勇,男,1.93,北15舍328,2001-12-05 00:00:00
01032434,宋倩,男,1.81,南5舍215,2003-09-22 00:00:00
01036280,杨秀芳,女,1.79,东15舍128,2002-11-28 00:00:00
01032883,李秀兰,男,1.71,南7舍221,2004-06-10 00:00:00
01032504,王军,男,1.77,东14舍102,2005-10-20 00:00:00
01038486,郑洁,男,1.89,东5舍302,2004-02-27 00:00:00
01033112,李阳,女,1.55,北6舍317,2005-10-05 00:00:00
01035897,殷鑫,男,1.93,东11舍117,2002-02-06 00:00:00
01032930,胡红,男,1.95,东5舍308,2005-01-30 00:00:00
01038064,葛雷,女,1.85,东5舍206,2001-06-17 00:00:00
01035990,雷桂珍,女,1.79,南12舍401,2000-07-28 00:00:00
01036199,农瑜,女,1.78,西9舍326,2004-01-14 00:00:00
01034764,梁杰,男,1.82,北14舍208,2006-05-03 00:00:00
01037558,何岩,男,1.99,南8舍222,2005-09-16 00:00:00
01032083,周成,男,1.54,北12舍204,2002-02-16 00:00:00
01035755,陈红,男,1.62,西9舍407,2003-09-14 00:00:00
01035559,王红霞,男,1.99,西11舍212,2002-08-19 00:00:00
01034995,吴丽丽,女,1.53,南9舍123,2006-02-12 00:00:00
01034226,周荣,男,1.99,北14舍413,2002-01-24 00:00:00
01035438,李璐,男,2.00,北4舍122,2001-08-19 00:00:00
01038777,张建军,女,1.54,南14舍303,2004-03-06 00:00:00
01038484,余娜,女,1.94,西10舍326,2001-11-24 00:00:00
01037981,刘丽,女,1.97,东8舍326,2004-05-02 00:00:00
01037819,胡鹏,女,1.51,西5舍113,2005-05-30 00:00:00
01035633,练欢,男,1.66,南1舍304,2001-09-12 00:00:00
01033051,韩丽,男,1.76,东2舍206,2001-04-24 00:00:00
01038100,李旭,女,1.93,北15舍101,2005-05-10 00:00:00
01032283,徐秀梅,男,1.81,西5舍125,2005-12-11 00:00:00
01032129,谢婷婷,男,1.74,南1舍301,2005-06-17 00:00:00
01036824,龚欣,女,1.79,北7舍213,2002-01-05 00:00:00
01037283,张瑞,女,1.74,东13舍312,2002-06-22 00:00:00
01037413,甄飞,男,1.73,西2舍106,2003-11-27 00:00:00
01032131,张志强,男,1.67,东14舍113,2004-08-02 00:00:00
01035260,邓丽娟,女,1.58,南7舍407,2002-03-20 00:00:00
01035330,赵云,男,1.70,南9舍114,2004-07-28 00:00:00
01038866,彭桂香,男,1.92,南11舍322,2003-07-12 00:00:00
01036506,王艳,女,1.89,东3舍414,2004-04-23 00:00:00
01035004,徐平,女,1.54,西14舍201,2004-11-09 00:00:00
01032262,唐玉珍,男,1.56,东3舍302,2001-09-12 00:00:00
01035286,俞建军,女,1.56,南11舍127,2004-01-14 00:00:00
01033806,阳勇,女,1.60,北7舍101,2001-05-05 00:00:00
01038177,何涛,女,1.68,东9舍307,2005-06-08 00:00:00
01034234,韦玲,女,1.76,北8舍121,2004-02-01 00:00:00
01032567,张春梅,男,1.74,西8舍208,2001-03-10 00:00:00
01038974,李晨,女,1.67,南3舍211,2004-08-23 00:00:00
01036716,胡刚,男,1.51,东4舍426,2000-10-17 00:00:00
01036112,安倩,女,1.97,西2舍105,2006-04-10 00:00:00
01036938,张静,女,1.62,北13舍113,2004-01-05 00:00:00
01034128,程佳,女,1.94,南13舍104,2001-07-07 00:00:00
01034682,张桂英,男,1.69,东11舍322,2004-11-19 00:00:00
01035855,乔桂珍,女,1.88,南14舍204,2002-10-31 00:00:00
01032649,杨丽华,女,1.86,北5舍314,2000-07-05 00:00:00
01032486,魏秀英,男,1.94,北10舍422,2004-03-15 00:00:00
01037078,王勇,女,1.64,南11舍427,2005-05-10 00:00:00
01036990,李亮,男,1.64,西5舍427,2006-01-06 00:00:00
01037150,沈秀梅,男,1.91,东2舍325,2004-02-08 00:00:00
01035825,杨玉英,女,1.55,南9舍208,2004-06-13 00:00:00
01035982,姚霞,女,1.53,北15舍325,2002-04-16 00:00:00
01034759,钱桂花,男,1.92,西15舍308,2005-11-04 00:00:00
01035036,周辉,男,1.74,南4舍321,2004-03-14 00:00:00
01037585,宋冬梅,男,1.70,西2舍325,2006-05-19 00:00:00
01037750,王莉,男,1.69,南14舍126,2002-03-31 00:00:00
01032184,李玉英,女,1.60,南10舍108,2002-11-02 00:00:00
01038502,罗琳,女,1.90,东6舍424,2000-09-14 00:00:00
01031743,刘佳,女,1.84,南15舍402,2003-09-20 00:00:00
01031590,徐辉,男,1.50,南7舍204,2003-01-19 00:00:00
01035239,侯军,女,1.79,南4舍215,2001-10-03 00:00:00
01032305,沈莹,女,1.92,西7舍427,2004-12-19 00:00:00
01034063,周建华,男,1.83,北11舍304,2005-02-21 00:00:00
01035600,萧鑫,女,1.77,南4舍115,2006-06-13 00:00:00
01038753,杨文,女,1.61,东14舍107,2001-06-27 00:00:00
01032638,冯文,男,1.87,西5舍305,2003-09-08 00:00:00
01033041,车慧,女,1.94,西8舍411,2002-02-25 00:00:00
01034368,李俊,女,1.58,南6舍206,2001-07-29 00:00:00
01035951,李玉英,女,1.73,东12舍204,2003-10-17 00:00:00
01037480,潘荣,男,1.89,西2舍302,2003-04-24 00:00:00
01034106,梁秀兰,男,1.73,东7舍304,2003-12-15 00:00:00
01038390,臧强,男,1.62,北11舍303,2002-08-15 00:00:00
01035687,朱红梅,女,1.75,西4舍107,2005-04-25 00:00:00
01036121,刘丽,女,1.99,北13舍326,2006-01-20 00:00:00
01035261,崔春梅,男,1.82,东15舍418,2005-07-09 00:00:00
01033578,任玉珍,女,1.67,西10舍216,2006-05-23 00:00:00
01038414,金丽华,男,1.50,东13舍307,2003-11-13 00:00:00
01035450,章雷,男,1.92,西7舍114,2001-07-20 00:00:00
01032703,杨军,女,1.73,南1舍327,2001-03-14 00:00:00
01034887,赵秀华,男,1.57,东13舍116,2000-10-11 00:00:00
01032072,李明,男,1.54,南11舍321,2005-04-20 00:00:00
01038981,张浩,女,1.93,北12舍321,2003-06-06 00:00:00
01032619,孔建华,男,1.62,西4舍425,2005-01-05 00:00:00
01034658,李飞,男,1.52,北15舍312,2004-02-22 00:00:00
01035423,厉玉梅,女,1.52,南8舍326,2004-03-13 00:00:00
01032551,欧阳燕,女,1.75,西9舍103,2002-04-14 00:00:00
01031919,王敏,男,1.92,西2舍206,2001-03-18 00:00:00
01033618,张敏,女,1.66,南5舍111,2005-04-01 00:00:00
01036593,侯秀英,男,1.99,西7舍302,2005-09-25 00:00:00
01032360,杨冬梅,男,1.65,东2舍316,2005-06-22 00:00:00
01033268,胡磊,女,1.69,南7舍404,2001-01-27 00:00:00
01031401,杨志强,女,1.92,西7舍316,2003-11-18 00:00:00
01035214,曹晨,女,1.73,西8舍208,2006-03-11 00:00:00
01036201,李慧,女,1.97,东13舍425,2004-12-12 00:00:00
01038791,龚凯,男,1.66,西12舍103,2004-08-15 00:00:00
01038335,侯伟,男,1.66,南8舍228,2005-05-01 00:00:00
01031935,萧娟,男,1.69,西11舍208,2002-08-12 00:00:00
01033803,韩峰,女,1.55,南7舍118,2004-07-03 00:00:00
01036390,孙洋,男,1.54,南9舍327,2003-10-30 00:00:00
01031912,苏想,女,1.84,北7舍104,2004-09-25 00:00:00
01032990,周刚,女,1.87,东3舍428,2005-10-03 00:00:00
01034275,吴刚,男,1.68,西2舍425,2005-10-24 00:00:00
01034318,钟利,男,1.91,北2舍114,2005-07-21 00:00:00
01033070,韩宇,女,1.52,东15舍125,2005-07-28 00:00:00
01031967,罗丽华,女,1.74,东14舍401,2003-01-21 00:00:00
01034245,王建军,男,1.58,西10舍228,2003-05-17 00:00:00
01038096,胡桂芳,女,1.88,北5舍404,2001-02-16 00:00:00
01032650,侯秀芳,男,1.53,北14舍108,2002-08-24 00:00:00
01034707,张芳,女,1.95,南7舍425,2001-10-12 00:00:00
01037457,罗淑兰,男,1.61,西14舍418,2002-12-18 00:00:00
01034951,熊慧,女,1.51,南7舍127,2001-08-25 00:00:00
01031270,董桂荣,女,1.70,西8舍321,2005-02-12 00:00:00
01031850,李勇,女,1.85,东12舍104,2004-03-22 00:00:00
01037861,王静,男,1.57,南13舍203,2004-08-24 00:00:00
01035064,郝倩,女,1.78,南13舍325,2003-10-11 00:00:00
01032564,萧玲,男,1.85,东13舍208,2004-08-29 00:00:00
01033398,纪淑珍,女,1.78,北4舍326,2004-03-09 00:00:00
01036632,李桂荣,男,1.96,北9舍302,2005-11-14 00:00:00
01031634,张龙,男,1.88,北6舍327,2004-01-17 00:00:00
01034531,展强,男,1.57,南10舍216,2002-02-22 00:00:00
01034860,郑佳,男,1.99,东4舍224,2002-10-18 00:00:00
01036520,王平,女,1.73,西4舍415,2002-01-14 00:00:00
01033087,杜秀荣,女,1.64,西4舍424,2004-05-03 00:00:00
01037689,鞠丹,男,1.53,东3舍224,2003-09-26 00:00:00
01037034,李海燕,女,1.93,南10舍403,2006-04-24 00:00:00
01031400,阮帆,男,1.78,西12舍225,2006-03-20 00:00:00
01035678,蒲颖,女,1.69,西10舍102,2003-08-06 00:00:00
01031605,贾涛,女,1.81,西2舍417,2004-07-31 00:00:00
01035089,陈杰,女,1.91,东14舍314,2000-10-18 00:00:00
01037292,陈林,男,1.50,北1舍308,2005-03-04 00:00:00
01032778,段梅,女,1.94,南3舍318,2005-01-24 00:00:00
01033039,郭明,女,1.91,西6舍216,2005-10-28 00:00:00
01034583,曹秀兰,男,1.60,西4舍123,2001-11-08 00:00:00
01031178,孟桂花,男,1.71,南9舍104,2000-12-06 00:00:00
01031161,张桂荣,男,1.90,西11舍427,2002-03-09 00:00:00
01034322,陈玉兰,男,1.90,北8舍406,2001-07-01 00:00:00
01036394,萧伟,女,1.99,南1舍108,2001-10-24 00:00:00
